..\dataset\tracks\0.wav,..\dataset\masks\0.npy
..\dataset\tracks\1405.wav,..\dataset\masks\1405.npy
..\dataset\tracks\1406.wav,..\dataset\masks\1406.npy
..\dataset\tracks\1407.wav,..\dataset\masks\1407.npy
..\dataset\tracks\1408.wav,..\dataset\masks\1408.npy
..\dataset\tracks\1409.wav,..\dataset\masks\1409.npy
..\dataset\tracks\141.wav,..\dataset\masks\141.npy
..\dataset\tracks\1410.wav,..\dataset\masks\1410.npy
..\dataset\tracks\1411.wav,..\dataset\masks\1411.npy
..\dataset\tracks\1412.wav,..\dataset\masks\1412.npy
..\dataset\tracks\1413.wav,..\dataset\masks\1413.npy
..\dataset\tracks\1414.wav,..\dataset\masks\1414.npy
..\dataset\tracks\1415.wav,..\dataset\masks\1415.npy
..\dataset\tracks\1416.wav,..\dataset\masks\1416.npy
..\dataset\tracks\1417.wav,..\dataset\masks\1417.npy
..\dataset\tracks\1418.wav,..\dataset\masks\1418.npy
..\dataset\tracks\1419.wav,..\dataset\masks\1419.npy
..\dataset\tracks\142.wav,..\dataset\masks\142.npy
..\dataset\tracks\1420.wav,..\dataset\masks\1420.npy
..\dataset\tracks\1421.wav,..\dataset\masks\1421.npy
..\dataset\tracks\1422.wav,..\dataset\masks\1422.npy
..\dataset\tracks\1423.wav,..\dataset\masks\1423.npy
..\dataset\tracks\1424.wav,..\dataset\masks\1424.npy
..\dataset\tracks\1425.wav,..\dataset\masks\1425.npy
..\dataset\tracks\1426.wav,..\dataset\masks\1426.npy
..\dataset\tracks\1427.wav,..\dataset\masks\1427.npy
..\dataset\tracks\1428.wav,..\dataset\masks\1428.npy
..\dataset\tracks\1429.wav,..\dataset\masks\1429.npy
..\dataset\tracks\143.wav,..\dataset\masks\143.npy
..\dataset\tracks\1430.wav,..\dataset\masks\1430.npy
..\dataset\tracks\1431.wav,..\dataset\masks\1431.npy
..\dataset\tracks\1432.wav,..\dataset\masks\1432.npy
..\dataset\tracks\1433.wav,..\dataset\masks\1433.npy
..\dataset\tracks\1434.wav,..\dataset\masks\1434.npy
..\dataset\tracks\1435.wav,..\dataset\masks\1435.npy
..\dataset\tracks\1436.wav,..\dataset\masks\1436.npy
..\dataset\tracks\1437.wav,..\dataset\masks\1437.npy
..\dataset\tracks\1438.wav,..\dataset\masks\1438.npy
..\dataset\tracks\1439.wav,..\dataset\masks\1439.npy
..\dataset\tracks\144.wav,..\dataset\masks\144.npy
..\dataset\tracks\1440.wav,..\dataset\masks\1440.npy
..\dataset\tracks\1441.wav,..\dataset\masks\1441.npy
..\dataset\tracks\1442.wav,..\dataset\masks\1442.npy
..\dataset\tracks\1443.wav,..\dataset\masks\1443.npy
..\dataset\tracks\1444.wav,..\dataset\masks\1444.npy
..\dataset\tracks\1445.wav,..\dataset\masks\1445.npy
..\dataset\tracks\1446.wav,..\dataset\masks\1446.npy
..\dataset\tracks\1447.wav,..\dataset\masks\1447.npy
..\dataset\tracks\1448.wav,..\dataset\masks\1448.npy
..\dataset\tracks\1449.wav,..\dataset\masks\1449.npy
..\dataset\tracks\145.wav,..\dataset\masks\145.npy
..\dataset\tracks\1450.wav,..\dataset\masks\1450.npy
..\dataset\tracks\1451.wav,..\dataset\masks\1451.npy
..\dataset\tracks\1452.wav,..\dataset\masks\1452.npy
..\dataset\tracks\1453.wav,..\dataset\masks\1453.npy
..\dataset\tracks\1454.wav,..\dataset\masks\1454.npy
..\dataset\tracks\1455.wav,..\dataset\masks\1455.npy
..\dataset\tracks\1456.wav,..\dataset\masks\1456.npy
..\dataset\tracks\1457.wav,..\dataset\masks\1457.npy
..\dataset\tracks\1458.wav,..\dataset\masks\1458.npy
..\dataset\tracks\1459.wav,..\dataset\masks\1459.npy
..\dataset\tracks\146.wav,..\dataset\masks\146.npy
..\dataset\tracks\1460.wav,..\dataset\masks\1460.npy
..\dataset\tracks\1461.wav,..\dataset\masks\1461.npy
..\dataset\tracks\1462.wav,..\dataset\masks\1462.npy
..\dataset\tracks\1463.wav,..\dataset\masks\1463.npy
..\dataset\tracks\1464.wav,..\dataset\masks\1464.npy
..\dataset\tracks\1465.wav,..\dataset\masks\1465.npy
..\dataset\tracks\1466.wav,..\dataset\masks\1466.npy
..\dataset\tracks\1467.wav,..\dataset\masks\1467.npy
..\dataset\tracks\1468.wav,..\dataset\masks\1468.npy
..\dataset\tracks\1469.wav,..\dataset\masks\1469.npy
..\dataset\tracks\147.wav,..\dataset\masks\147.npy
..\dataset\tracks\1470.wav,..\dataset\masks\1470.npy
..\dataset\tracks\1471.wav,..\dataset\masks\1471.npy
..\dataset\tracks\1472.wav,..\dataset\masks\1472.npy
..\dataset\tracks\1473.wav,..\dataset\masks\1473.npy
..\dataset\tracks\1474.wav,..\dataset\masks\1474.npy
..\dataset\tracks\1475.wav,..\dataset\masks\1475.npy
..\dataset\tracks\1476.wav,..\dataset\masks\1476.npy
..\dataset\tracks\1477.wav,..\dataset\masks\1477.npy
..\dataset\tracks\1478.wav,..\dataset\masks\1478.npy
..\dataset\tracks\1479.wav,..\dataset\masks\1479.npy
..\dataset\tracks\148.wav,..\dataset\masks\148.npy
..\dataset\tracks\1480.wav,..\dataset\masks\1480.npy
..\dataset\tracks\1481.wav,..\dataset\masks\1481.npy
..\dataset\tracks\1482.wav,..\dataset\masks\1482.npy
..\dataset\tracks\1483.wav,..\dataset\masks\1483.npy
..\dataset\tracks\1484.wav,..\dataset\masks\1484.npy
..\dataset\tracks\1485.wav,..\dataset\masks\1485.npy
..\dataset\tracks\1486.wav,..\dataset\masks\1486.npy
..\dataset\tracks\1487.wav,..\dataset\masks\1487.npy
..\dataset\tracks\1488.wav,..\dataset\masks\1488.npy
..\dataset\tracks\1489.wav,..\dataset\masks\1489.npy
..\dataset\tracks\149.wav,..\dataset\masks\149.npy
..\dataset\tracks\1490.wav,..\dataset\masks\1490.npy
..\dataset\tracks\1491.wav,..\dataset\masks\1491.npy
..\dataset\tracks\1492.wav,..\dataset\masks\1492.npy
..\dataset\tracks\1493.wav,..\dataset\masks\1493.npy
..\dataset\tracks\1494.wav,..\dataset\masks\1494.npy
..\dataset\tracks\1495.wav,..\dataset\masks\1495.npy
..\dataset\tracks\1496.wav,..\dataset\masks\1496.npy
..\dataset\tracks\1497.wav,..\dataset\masks\1497.npy
..\dataset\tracks\1498.wav,..\dataset\masks\1498.npy
..\dataset\tracks\1499.wav,..\dataset\masks\1499.npy
..\dataset\tracks\15.wav,..\dataset\masks\15.npy
..\dataset\tracks\150.wav,..\dataset\masks\150.npy
..\dataset\tracks\1500.wav,..\dataset\masks\1500.npy
..\dataset\tracks\1501.wav,..\dataset\masks\1501.npy
..\dataset\tracks\1502.wav,..\dataset\masks\1502.npy
..\dataset\tracks\1503.wav,..\dataset\masks\1503.npy
..\dataset\tracks\1504.wav,..\dataset\masks\1504.npy
..\dataset\tracks\1505.wav,..\dataset\masks\1505.npy
..\dataset\tracks\1506.wav,..\dataset\masks\1506.npy
..\dataset\tracks\1507.wav,..\dataset\masks\1507.npy
..\dataset\tracks\1508.wav,..\dataset\masks\1508.npy
..\dataset\tracks\1509.wav,..\dataset\masks\1509.npy
..\dataset\tracks\151.wav,..\dataset\masks\151.npy
..\dataset\tracks\1510.wav,..\dataset\masks\1510.npy
..\dataset\tracks\1511.wav,..\dataset\masks\1511.npy
..\dataset\tracks\1512.wav,..\dataset\masks\1512.npy
..\dataset\tracks\1513.wav,..\dataset\masks\1513.npy
..\dataset\tracks\1514.wav,..\dataset\masks\1514.npy
..\dataset\tracks\1515.wav,..\dataset\masks\1515.npy
..\dataset\tracks\1516.wav,..\dataset\masks\1516.npy
..\dataset\tracks\1517.wav,..\dataset\masks\1517.npy
..\dataset\tracks\1518.wav,..\dataset\masks\1518.npy
..\dataset\tracks\1519.wav,..\dataset\masks\1519.npy
..\dataset\tracks\152.wav,..\dataset\masks\152.npy
..\dataset\tracks\1520.wav,..\dataset\masks\1520.npy
..\dataset\tracks\1521.wav,..\dataset\masks\1521.npy
..\dataset\tracks\1522.wav,..\dataset\masks\1522.npy
..\dataset\tracks\1523.wav,..\dataset\masks\1523.npy
..\dataset\tracks\1524.wav,..\dataset\masks\1524.npy
..\dataset\tracks\1525.wav,..\dataset\masks\1525.npy
..\dataset\tracks\1526.wav,..\dataset\masks\1526.npy
..\dataset\tracks\1527.wav,..\dataset\masks\1527.npy
..\dataset\tracks\1528.wav,..\dataset\masks\1528.npy
..\dataset\tracks\1529.wav,..\dataset\masks\1529.npy
..\dataset\tracks\153.wav,..\dataset\masks\153.npy
..\dataset\tracks\1530.wav,..\dataset\masks\1530.npy
..\dataset\tracks\1531.wav,..\dataset\masks\1531.npy
..\dataset\tracks\1532.wav,..\dataset\masks\1532.npy
..\dataset\tracks\1533.wav,..\dataset\masks\1533.npy
..\dataset\tracks\1534.wav,..\dataset\masks\1534.npy
..\dataset\tracks\1535.wav,..\dataset\masks\1535.npy
..\dataset\tracks\1536.wav,..\dataset\masks\1536.npy
..\dataset\tracks\1537.wav,..\dataset\masks\1537.npy
..\dataset\tracks\1538.wav,..\dataset\masks\1538.npy
..\dataset\tracks\1539.wav,..\dataset\masks\1539.npy
..\dataset\tracks\154.wav,..\dataset\masks\154.npy
..\dataset\tracks\1540.wav,..\dataset\masks\1540.npy
..\dataset\tracks\1541.wav,..\dataset\masks\1541.npy
..\dataset\tracks\1542.wav,..\dataset\masks\1542.npy
..\dataset\tracks\1543.wav,..\dataset\masks\1543.npy
..\dataset\tracks\1544.wav,..\dataset\masks\1544.npy
..\dataset\tracks\1545.wav,..\dataset\masks\1545.npy
..\dataset\tracks\1546.wav,..\dataset\masks\1546.npy
..\dataset\tracks\1547.wav,..\dataset\masks\1547.npy
..\dataset\tracks\1548.wav,..\dataset\masks\1548.npy
..\dataset\tracks\1549.wav,..\dataset\masks\1549.npy
..\dataset\tracks\155.wav,..\dataset\masks\155.npy
..\dataset\tracks\1550.wav,..\dataset\masks\1550.npy
..\dataset\tracks\1551.wav,..\dataset\masks\1551.npy
..\dataset\tracks\1552.wav,..\dataset\masks\1552.npy
..\dataset\tracks\1553.wav,..\dataset\masks\1553.npy
..\dataset\tracks\1554.wav,..\dataset\masks\1554.npy
..\dataset\tracks\1555.wav,..\dataset\masks\1555.npy
..\dataset\tracks\1556.wav,..\dataset\masks\1556.npy
..\dataset\tracks\1557.wav,..\dataset\masks\1557.npy
..\dataset\tracks\1558.wav,..\dataset\masks\1558.npy
..\dataset\tracks\1559.wav,..\dataset\masks\1559.npy
..\dataset\tracks\156.wav,..\dataset\masks\156.npy
..\dataset\tracks\1560.wav,..\dataset\masks\1560.npy
..\dataset\tracks\1561.wav,..\dataset\masks\1561.npy
..\dataset\tracks\1562.wav,..\dataset\masks\1562.npy
..\dataset\tracks\1563.wav,..\dataset\masks\1563.npy
..\dataset\tracks\1564.wav,..\dataset\masks\1564.npy
..\dataset\tracks\1565.wav,..\dataset\masks\1565.npy
..\dataset\tracks\1566.wav,..\dataset\masks\1566.npy
..\dataset\tracks\1567.wav,..\dataset\masks\1567.npy
..\dataset\tracks\1568.wav,..\dataset\masks\1568.npy
..\dataset\tracks\1569.wav,..\dataset\masks\1569.npy
..\dataset\tracks\157.wav,..\dataset\masks\157.npy
..\dataset\tracks\1570.wav,..\dataset\masks\1570.npy
..\dataset\tracks\1571.wav,..\dataset\masks\1571.npy
..\dataset\tracks\1572.wav,..\dataset\masks\1572.npy
..\dataset\tracks\1573.wav,..\dataset\masks\1573.npy
..\dataset\tracks\1574.wav,..\dataset\masks\1574.npy
..\dataset\tracks\1575.wav,..\dataset\masks\1575.npy
..\dataset\tracks\1576.wav,..\dataset\masks\1576.npy
..\dataset\tracks\1577.wav,..\dataset\masks\1577.npy
..\dataset\tracks\1578.wav,..\dataset\masks\1578.npy
..\dataset\tracks\1579.wav,..\dataset\masks\1579.npy
..\dataset\tracks\158.wav,..\dataset\masks\158.npy
..\dataset\tracks\1580.wav,..\dataset\masks\1580.npy
..\dataset\tracks\1581.wav,..\dataset\masks\1581.npy
..\dataset\tracks\1582.wav,..\dataset\masks\1582.npy
..\dataset\tracks\1583.wav,..\dataset\masks\1583.npy
..\dataset\tracks\1584.wav,..\dataset\masks\1584.npy
..\dataset\tracks\1585.wav,..\dataset\masks\1585.npy
..\dataset\tracks\1586.wav,..\dataset\masks\1586.npy
..\dataset\tracks\1587.wav,..\dataset\masks\1587.npy
..\dataset\tracks\1588.wav,..\dataset\masks\1588.npy
..\dataset\tracks\1589.wav,..\dataset\masks\1589.npy
..\dataset\tracks\159.wav,..\dataset\masks\159.npy
..\dataset\tracks\1590.wav,..\dataset\masks\1590.npy
..\dataset\tracks\1591.wav,..\dataset\masks\1591.npy
..\dataset\tracks\1592.wav,..\dataset\masks\1592.npy
..\dataset\tracks\1593.wav,..\dataset\masks\1593.npy
..\dataset\tracks\1594.wav,..\dataset\masks\1594.npy
..\dataset\tracks\1595.wav,..\dataset\masks\1595.npy
..\dataset\tracks\1596.wav,..\dataset\masks\1596.npy
..\dataset\tracks\1597.wav,..\dataset\masks\1597.npy
..\dataset\tracks\1598.wav,..\dataset\masks\1598.npy
..\dataset\tracks\1599.wav,..\dataset\masks\1599.npy
..\dataset\tracks\16.wav,..\dataset\masks\16.npy
..\dataset\tracks\160.wav,..\dataset\masks\160.npy
..\dataset\tracks\1600.wav,..\dataset\masks\1600.npy
..\dataset\tracks\1601.wav,..\dataset\masks\1601.npy
..\dataset\tracks\1602.wav,..\dataset\masks\1602.npy
..\dataset\tracks\1603.wav,..\dataset\masks\1603.npy
..\dataset\tracks\1604.wav,..\dataset\masks\1604.npy
..\dataset\tracks\1605.wav,..\dataset\masks\1605.npy
..\dataset\tracks\1606.wav,..\dataset\masks\1606.npy
..\dataset\tracks\1607.wav,..\dataset\masks\1607.npy
..\dataset\tracks\1608.wav,..\dataset\masks\1608.npy
..\dataset\tracks\1609.wav,..\dataset\masks\1609.npy
..\dataset\tracks\161.wav,..\dataset\masks\161.npy
..\dataset\tracks\1610.wav,..\dataset\masks\1610.npy
..\dataset\tracks\1611.wav,..\dataset\masks\1611.npy
..\dataset\tracks\1612.wav,..\dataset\masks\1612.npy
..\dataset\tracks\1613.wav,..\dataset\masks\1613.npy
..\dataset\tracks\1614.wav,..\dataset\masks\1614.npy
..\dataset\tracks\1615.wav,..\dataset\masks\1615.npy
..\dataset\tracks\1616.wav,..\dataset\masks\1616.npy
..\dataset\tracks\1617.wav,..\dataset\masks\1617.npy
..\dataset\tracks\1618.wav,..\dataset\masks\1618.npy
..\dataset\tracks\1619.wav,..\dataset\masks\1619.npy
..\dataset\tracks\162.wav,..\dataset\masks\162.npy
..\dataset\tracks\1620.wav,..\dataset\masks\1620.npy
..\dataset\tracks\1621.wav,..\dataset\masks\1621.npy
..\dataset\tracks\1622.wav,..\dataset\masks\1622.npy
..\dataset\tracks\1623.wav,..\dataset\masks\1623.npy
..\dataset\tracks\1624.wav,..\dataset\masks\1624.npy
..\dataset\tracks\1625.wav,..\dataset\masks\1625.npy
..\dataset\tracks\1626.wav,..\dataset\masks\1626.npy
..\dataset\tracks\1627.wav,..\dataset\masks\1627.npy
..\dataset\tracks\1628.wav,..\dataset\masks\1628.npy
..\dataset\tracks\1629.wav,..\dataset\masks\1629.npy
..\dataset\tracks\163.wav,..\dataset\masks\163.npy
..\dataset\tracks\1630.wav,..\dataset\masks\1630.npy
..\dataset\tracks\1631.wav,..\dataset\masks\1631.npy
..\dataset\tracks\1632.wav,..\dataset\masks\1632.npy
..\dataset\tracks\1633.wav,..\dataset\masks\1633.npy
..\dataset\tracks\1634.wav,..\dataset\masks\1634.npy
..\dataset\tracks\1635.wav,..\dataset\masks\1635.npy
..\dataset\tracks\1636.wav,..\dataset\masks\1636.npy
..\dataset\tracks\1637.wav,..\dataset\masks\1637.npy
..\dataset\tracks\1638.wav,..\dataset\masks\1638.npy
..\dataset\tracks\1639.wav,..\dataset\masks\1639.npy
..\dataset\tracks\164.wav,..\dataset\masks\164.npy
..\dataset\tracks\1640.wav,..\dataset\masks\1640.npy
..\dataset\tracks\1641.wav,..\dataset\masks\1641.npy
..\dataset\tracks\1642.wav,..\dataset\masks\1642.npy
..\dataset\tracks\1643.wav,..\dataset\masks\1643.npy
..\dataset\tracks\1644.wav,..\dataset\masks\1644.npy
..\dataset\tracks\1645.wav,..\dataset\masks\1645.npy
..\dataset\tracks\1646.wav,..\dataset\masks\1646.npy
..\dataset\tracks\1647.wav,..\dataset\masks\1647.npy
..\dataset\tracks\1648.wav,..\dataset\masks\1648.npy
..\dataset\tracks\1649.wav,..\dataset\masks\1649.npy
..\dataset\tracks\165.wav,..\dataset\masks\165.npy
..\dataset\tracks\1650.wav,..\dataset\masks\1650.npy
..\dataset\tracks\1651.wav,..\dataset\masks\1651.npy
..\dataset\tracks\1652.wav,..\dataset\masks\1652.npy
..\dataset\tracks\1653.wav,..\dataset\masks\1653.npy
..\dataset\tracks\1654.wav,..\dataset\masks\1654.npy
..\dataset\tracks\1655.wav,..\dataset\masks\1655.npy
..\dataset\tracks\1656.wav,..\dataset\masks\1656.npy
..\dataset\tracks\1657.wav,..\dataset\masks\1657.npy
..\dataset\tracks\1658.wav,..\dataset\masks\1658.npy
..\dataset\tracks\1659.wav,..\dataset\masks\1659.npy
..\dataset\tracks\166.wav,..\dataset\masks\166.npy
..\dataset\tracks\1660.wav,..\dataset\masks\1660.npy
..\dataset\tracks\1661.wav,..\dataset\masks\1661.npy
..\dataset\tracks\1662.wav,..\dataset\masks\1662.npy
..\dataset\tracks\1663.wav,..\dataset\masks\1663.npy
..\dataset\tracks\1664.wav,..\dataset\masks\1664.npy
..\dataset\tracks\1665.wav,..\dataset\masks\1665.npy
..\dataset\tracks\1666.wav,..\dataset\masks\1666.npy
..\dataset\tracks\1667.wav,..\dataset\masks\1667.npy
..\dataset\tracks\1668.wav,..\dataset\masks\1668.npy
..\dataset\tracks\1669.wav,..\dataset\masks\1669.npy
..\dataset\tracks\167.wav,..\dataset\masks\167.npy
..\dataset\tracks\1670.wav,..\dataset\masks\1670.npy
..\dataset\tracks\1671.wav,..\dataset\masks\1671.npy
..\dataset\tracks\1672.wav,..\dataset\masks\1672.npy
..\dataset\tracks\1673.wav,..\dataset\masks\1673.npy
..\dataset\tracks\1674.wav,..\dataset\masks\1674.npy
..\dataset\tracks\1675.wav,..\dataset\masks\1675.npy
..\dataset\tracks\1676.wav,..\dataset\masks\1676.npy
..\dataset\tracks\1677.wav,..\dataset\masks\1677.npy
..\dataset\tracks\1678.wav,..\dataset\masks\1678.npy
..\dataset\tracks\1679.wav,..\dataset\masks\1679.npy
..\dataset\tracks\168.wav,..\dataset\masks\168.npy
..\dataset\tracks\1680.wav,..\dataset\masks\1680.npy
..\dataset\tracks\1681.wav,..\dataset\masks\1681.npy
..\dataset\tracks\1682.wav,..\dataset\masks\1682.npy
..\dataset\tracks\1683.wav,..\dataset\masks\1683.npy
..\dataset\tracks\1684.wav,..\dataset\masks\1684.npy
..\dataset\tracks\1685.wav,..\dataset\masks\1685.npy
..\dataset\tracks\1686.wav,..\dataset\masks\1686.npy
..\dataset\tracks\1687.wav,..\dataset\masks\1687.npy
..\dataset\tracks\1688.wav,..\dataset\masks\1688.npy
..\dataset\tracks\1689.wav,..\dataset\masks\1689.npy
..\dataset\tracks\169.wav,..\dataset\masks\169.npy
..\dataset\tracks\1690.wav,..\dataset\masks\1690.npy
..\dataset\tracks\1691.wav,..\dataset\masks\1691.npy
..\dataset\tracks\1692.wav,..\dataset\masks\1692.npy
..\dataset\tracks\1693.wav,..\dataset\masks\1693.npy
..\dataset\tracks\1694.wav,..\dataset\masks\1694.npy
..\dataset\tracks\1695.wav,..\dataset\masks\1695.npy
..\dataset\tracks\1696.wav,..\dataset\masks\1696.npy
..\dataset\tracks\1697.wav,..\dataset\masks\1697.npy
..\dataset\tracks\1698.wav,..\dataset\masks\1698.npy
..\dataset\tracks\1699.wav,..\dataset\masks\1699.npy
..\dataset\tracks\17.wav,..\dataset\masks\17.npy
..\dataset\tracks\170.wav,..\dataset\masks\170.npy
..\dataset\tracks\1700.wav,..\dataset\masks\1700.npy
..\dataset\tracks\1701.wav,..\dataset\masks\1701.npy
..\dataset\tracks\1702.wav,..\dataset\masks\1702.npy
..\dataset\tracks\1703.wav,..\dataset\masks\1703.npy
..\dataset\tracks\1704.wav,..\dataset\masks\1704.npy
..\dataset\tracks\1705.wav,..\dataset\masks\1705.npy
..\dataset\tracks\1706.wav,..\dataset\masks\1706.npy
..\dataset\tracks\1707.wav,..\dataset\masks\1707.npy
..\dataset\tracks\1708.wav,..\dataset\masks\1708.npy
..\dataset\tracks\1709.wav,..\dataset\masks\1709.npy
..\dataset\tracks\171.wav,..\dataset\masks\171.npy
..\dataset\tracks\1710.wav,..\dataset\masks\1710.npy
..\dataset\tracks\1711.wav,..\dataset\masks\1711.npy
..\dataset\tracks\1712.wav,..\dataset\masks\1712.npy
..\dataset\tracks\1713.wav,..\dataset\masks\1713.npy
..\dataset\tracks\1714.wav,..\dataset\masks\1714.npy
..\dataset\tracks\1715.wav,..\dataset\masks\1715.npy
..\dataset\tracks\1716.wav,..\dataset\masks\1716.npy
..\dataset\tracks\1717.wav,..\dataset\masks\1717.npy
..\dataset\tracks\1718.wav,..\dataset\masks\1718.npy
..\dataset\tracks\1719.wav,..\dataset\masks\1719.npy
..\dataset\tracks\172.wav,..\dataset\masks\172.npy
..\dataset\tracks\1720.wav,..\dataset\masks\1720.npy
..\dataset\tracks\1721.wav,..\dataset\masks\1721.npy
..\dataset\tracks\1722.wav,..\dataset\masks\1722.npy
..\dataset\tracks\1723.wav,..\dataset\masks\1723.npy
..\dataset\tracks\1724.wav,..\dataset\masks\1724.npy
..\dataset\tracks\1725.wav,..\dataset\masks\1725.npy
..\dataset\tracks\1726.wav,..\dataset\masks\1726.npy
..\dataset\tracks\1727.wav,..\dataset\masks\1727.npy
..\dataset\tracks\1728.wav,..\dataset\masks\1728.npy
..\dataset\tracks\1729.wav,..\dataset\masks\1729.npy
..\dataset\tracks\173.wav,..\dataset\masks\173.npy
..\dataset\tracks\1730.wav,..\dataset\masks\1730.npy
..\dataset\tracks\1731.wav,..\dataset\masks\1731.npy
..\dataset\tracks\1732.wav,..\dataset\masks\1732.npy
..\dataset\tracks\1733.wav,..\dataset\masks\1733.npy
..\dataset\tracks\1734.wav,..\dataset\masks\1734.npy
..\dataset\tracks\1735.wav,..\dataset\masks\1735.npy
..\dataset\tracks\1736.wav,..\dataset\masks\1736.npy
..\dataset\tracks\1737.wav,..\dataset\masks\1737.npy
..\dataset\tracks\1738.wav,..\dataset\masks\1738.npy
..\dataset\tracks\1739.wav,..\dataset\masks\1739.npy
..\dataset\tracks\174.wav,..\dataset\masks\174.npy
..\dataset\tracks\1740.wav,..\dataset\masks\1740.npy
..\dataset\tracks\1741.wav,..\dataset\masks\1741.npy
..\dataset\tracks\1742.wav,..\dataset\masks\1742.npy
..\dataset\tracks\1743.wav,..\dataset\masks\1743.npy
..\dataset\tracks\1744.wav,..\dataset\masks\1744.npy
..\dataset\tracks\1745.wav,..\dataset\masks\1745.npy
..\dataset\tracks\1746.wav,..\dataset\masks\1746.npy
..\dataset\tracks\1747.wav,..\dataset\masks\1747.npy
..\dataset\tracks\1748.wav,..\dataset\masks\1748.npy
..\dataset\tracks\1749.wav,..\dataset\masks\1749.npy
..\dataset\tracks\175.wav,..\dataset\masks\175.npy
..\dataset\tracks\1750.wav,..\dataset\masks\1750.npy
..\dataset\tracks\1751.wav,..\dataset\masks\1751.npy
..\dataset\tracks\1752.wav,..\dataset\masks\1752.npy
..\dataset\tracks\1753.wav,..\dataset\masks\1753.npy
..\dataset\tracks\1754.wav,..\dataset\masks\1754.npy
..\dataset\tracks\1755.wav,..\dataset\masks\1755.npy
..\dataset\tracks\1756.wav,..\dataset\masks\1756.npy
..\dataset\tracks\1757.wav,..\dataset\masks\1757.npy
..\dataset\tracks\1758.wav,..\dataset\masks\1758.npy
..\dataset\tracks\1759.wav,..\dataset\masks\1759.npy
..\dataset\tracks\176.wav,..\dataset\masks\176.npy
..\dataset\tracks\1760.wav,..\dataset\masks\1760.npy
..\dataset\tracks\1761.wav,..\dataset\masks\1761.npy
..\dataset\tracks\1762.wav,..\dataset\masks\1762.npy
..\dataset\tracks\1763.wav,..\dataset\masks\1763.npy
..\dataset\tracks\1764.wav,..\dataset\masks\1764.npy
..\dataset\tracks\1765.wav,..\dataset\masks\1765.npy
